Wall time,Step,Value
1513998715.387997,6900,37.33333206176758
1513998760.07871,7000,39.333335876464844
1513998804.8237019,7100,41.33333206176758
1513998849.7071345,7200,40.0
1513998894.3530102,7300,36.0
1513998939.2330985,7400,42.0
1513998983.991414,7500,38.0
1513999029.1426694,7600,24.666667938232422
1513999073.785824,7700,41.33333206176758
1513999118.4048512,7800,37.33333206176758
1513999163.346742,7900,33.333335876464844
1513999208.044902,8000,38.0
1513999252.8259823,8100,38.666664123535156
1513999297.9072306,8200,38.666664123535156
1513999342.7301474,8300,37.33333206176758
1513999387.7073982,8400,36.66666793823242
1513999432.5737107,8500,38.666664123535156
1513999477.6178856,8600,36.0
1513999522.291402,8700,38.666664123535156
1513999567.323261,8800,37.33333206176758
1513999612.2068949,8900,44.0
1513999657.1742785,9000,33.333335876464844
1513999701.9057214,9100,44.666664123535156
1513999746.948731,9200,46.66666793823242
1513999791.8761723,9300,36.66666793823242
1513999836.6566658,9400,34.0
1513999881.6862552,9500,40.66666793823242
1513999926.7003212,9600,35.33333206176758
1513999971.4120255,9700,41.33333206176758
1514000016.2434754,9800,41.33333206176758
1514000060.7355428,9900,46.0
1514000105.0262828,10000,51.33333206176758
1514000149.3090127,10100,46.0
1514000193.7797194,10200,44.666664123535156
1514000238.2636003,10300,42.0
1514000282.4804828,10400,45.333335876464844
1514000326.9663613,10500,41.33333206176758
1514000371.239986,10600,41.33333206176758
1514000415.854354,10700,31.33333396911621
1514000460.1952069,10800,44.666664123535156
1514000504.655337,10900,40.0
1514000549.0213616,11000,41.33333206176758
1514000593.4586961,11100,48.0
1514000637.9884667,11200,48.0
1514000682.4834723,11300,48.0
1514000726.7841651,11400,51.33333206176758
1514000771.629244,11500,50.666664123535156
1514000816.4768991,11600,44.0
1514000861.2944958,11700,50.666664123535156
1514000905.5375934,11800,46.0
1514000949.730423,11900,45.333335876464844
1514000994.4326508,12000,49.333335876464844
1514001039.6797273,12100,46.0
1514001084.1105208,12200,43.33333206176758
1514001128.7996132,12300,53.333335876464844
1514001173.2471147,12400,45.333335876464844
1514001217.698599,12500,51.33333206176758
1514001262.0342405,12600,48.0
1514001306.5357199,12700,51.33333206176758
1514001350.8003068,12800,53.333335876464844
1514001395.3352568,12900,52.0
1514001439.661859,13000,48.0
1514001484.1700861,13100,49.333335876464844
1514001528.1323698,13200,45.333335876464844
1514001572.6516023,13300,44.0
1514001617.1749122,13400,53.333335876464844
1514001661.5311315,13500,50.666664123535156
1514001706.027938,13600,50.0
1514001750.5150406,13700,52.666664123535156
1514001795.0030878,13800,50.666664123535156
1514001840.0390286,13900,52.0
1514001885.0810997,14000,46.0
1514001929.404247,14100,54.000003814697266
1514001973.7098827,14200,56.66666793823242
1514002018.1633186,14300,46.0
1514002062.901758,14400,53.333335876464844
1514002107.2635174,14500,53.333335876464844
1514002151.7616003,14600,51.33333206176758
1514002196.169628,14700,47.33333206176758
1514002240.5279884,14800,53.333335876464844
1514002284.8499882,14900,48.0
1514002329.3914664,15000,51.33333206176758
1514002373.7066379,15100,54.66666793823242
1514002417.891207,15200,50.0
1514002462.155556,15300,49.333335876464844
1514002506.3107724,15400,47.33333206176758
1514002550.7992647,15500,56.66666793823242
1514002595.3370156,15600,54.66666793823242
1514002639.8092785,15700,52.0
1514002684.151813,15800,47.33333206176758
1514002728.4933367,15900,48.66666793823242
1514002772.8346899,16000,50.666664123535156
1514002817.1088223,16100,44.666664123535156
1514002861.4848523,16200,48.66666793823242
1514002905.987421,16300,48.0
1514002949.6870499,16400,51.33333206176758
1514002993.9679925,16500,52.666664123535156
1514003038.314193,16600,50.0
1514003082.8357363,16700,58.666664123535156
1514003127.012671,16800,46.0
1514003171.3134227,16900,55.333335876464844
1514003216.0533235,17000,56.0
1514003260.3434913,17100,60.000003814697266
1514003304.6055584,17200,49.333335876464844
1514003348.806082,17300,53.333335876464844
1514003392.9915457,17400,53.333335876464844
1514003437.3850338,17500,56.0
1514003481.8810656,17600,57.33333206176758
1514003526.258297,17700,52.666664123535156
1514003570.6717832,17800,61.333335876464844
1514003614.9099412,17900,56.0
1514003659.1782234,18000,51.33333206176758
1514003703.2797282,18100,63.33333206176758
1514003747.7921102,18200,49.333335876464844
1514003792.2100463,18300,48.66666793823242
1514003836.4401107,18400,59.33333206176758
1514003880.6330066,18500,56.0
1514003924.9831786,18600,64.0
1514003969.3337684,18700,54.000003814697266
1514004013.8954992,18800,52.0
1514004058.4039485,18900,58.0
1514004102.7202592,19000,51.33333206176758
1514004147.247041,19100,50.0
1514004191.527098,19200,56.0
1514004235.7826295,19300,56.0
1514004280.2326996,19400,52.666664123535156
1514004324.5014431,19500,58.666664123535156
1514004368.5927129,19600,60.66666793823242
1514004413.040067,19700,63.33333206176758
1514004457.6360555,19800,60.000003814697266
1514004501.7831166,19900,58.0
1514004546.0209951,20000,58.0
1514004590.02604,20100,58.666664123535156
1514004634.4553564,20200,65.33332824707031
1514004678.914243,20300,52.0
1514004723.4167004,20400,62.66666793823242
1514004767.4021513,20500,57.33333206176758
1514004811.6229436,20600,52.666664123535156
1514004856.092087,20700,61.333335876464844
1514004900.163287,20800,62.0
1514004944.4279609,20900,68.0
1514004988.8249624,21000,62.66666793823242
1514005033.5206494,21100,64.0
1514005077.9008112,21200,60.66666793823242
1514005122.169859,21300,56.0
1514005166.5155625,21400,65.33332824707031
1514005210.8708575,21500,60.000003814697266
1514005255.1955533,21600,54.000003814697266
1514005299.8699224,21700,60.66666793823242
1514005344.1646695,21800,58.666664123535156
1514005388.0994625,21900,62.66666793823242
1514005432.3650908,22000,57.33333206176758
1514005476.8355634,22100,61.333335876464844
1514005521.1130562,22200,52.0
1514005565.4196944,22300,68.66666412353516
1514005610.0464606,22400,68.66666412353516
1514005654.759189,22500,62.66666793823242
1514005699.2155344,22600,57.33333206176758
1514005743.4653623,22700,64.66666412353516
1514005787.5564997,22800,60.000003814697266
1514005831.9818752,22900,61.333335876464844
1514005876.2865956,23000,58.0
1514005920.743226,23100,68.0
1514005965.196652,23200,62.66666793823242
1514006009.5901666,23300,59.33333206176758
1514006053.9333448,23400,60.66666793823242
1514006098.315099,23500,62.66666793823242
1514006142.5241592,23600,66.66667175292969
1514006186.9679048,23700,59.33333206176758
1514006231.4164596,23800,66.0
1514006275.9783287,23900,67.33333587646484
1514006320.3109555,24000,66.0
1514006364.3972185,24100,65.33332824707031
1514006408.8215685,24200,64.0
1514006453.1494968,24300,60.000003814697266
1514006497.674216,24400,60.66666793823242
1514006541.9997873,24500,62.66666793823242
1514006586.4278045,24600,66.0
1514006630.9448297,24700,64.66666412353516
1514006675.0165734,24800,56.66666793823242
1514006719.5381567,24900,66.66667175292969
1514006763.805206,25000,62.0
1514006808.2715693,25100,64.66666412353516
1514006852.5048776,25200,64.66666412353516
1514006896.80525,25300,68.66666412353516
1514006941.2020712,25400,68.0
1514006985.3308334,25500,68.0
1514007029.7843947,25600,65.33332824707031
1514007074.1402373,25700,62.0
1514007118.76431,25800,61.333335876464844
1514007162.8943295,25900,66.66667175292969
1514007207.2867231,26000,74.0
1514007251.556964,26100,67.33333587646484
1514007295.8561513,26200,76.0
1514007339.9937296,26300,58.0
1514007384.420752,26400,69.33333587646484
1514007429.1180117,26500,60.000003814697266
1514007473.5212595,26600,60.000003814697266
1514007517.912627,26700,65.33332824707031
1514007562.291648,26800,70.0
1514007606.4409254,26900,64.66666412353516
1514007650.779077,27000,66.0
1514007695.2113848,27100,64.0
1514007739.6656678,27200,64.0
1514007783.9863088,27300,72.0
1514007828.5466275,27400,66.66667175292969
1514007872.9806187,27500,66.66667175292969
1514007917.2745461,27600,66.66667175292969
1514007961.5828178,27700,66.66667175292969
1514008006.3400314,27800,60.000003814697266
1514008050.5519862,27900,70.66666412353516
1514008094.9525268,28000,70.66666412353516
1514008139.4237878,28100,70.66666412353516
1514008183.7538671,28200,74.66666412353516
1514008228.2275085,28300,68.0
1514008272.5066502,28400,66.66667175292969
1514008316.7666183,28500,68.0
1514008361.2198324,28600,74.66666412353516
1514008405.5271826,28700,69.33333587646484
1514008449.8711884,28800,74.0
1514008494.3606298,28900,68.0
1514008538.632234,29000,65.33332824707031
1514008583.0704415,29100,66.66667175292969
1514008627.7095575,29200,69.33333587646484
1514008672.3858654,29300,72.0
1514008716.7056363,29400,73.33333587646484
1514008760.9131854,29500,76.0
1514008805.4445822,29600,72.0
1514008849.8868144,29700,71.33332824707031
1514008894.568674,29800,75.33333587646484
1514008938.7423124,29900,67.33333587646484
1514008983.2571075,30000,72.0
1514009027.5813632,30100,70.66666412353516
1514009073.57005,30200,70.0
1514009117.8322601,30300,69.33333587646484
1514009162.1751013,30400,68.0
1514009206.8623607,30500,71.33332824707031
1514009251.7734435,30600,64.66666412353516
1514009296.328928,30700,74.66666412353516
1514009340.4601429,30800,71.33332824707031
1514009384.8977163,30900,69.33333587646484
1514009429.2763276,31000,68.66666412353516
1514009473.6765027,31100,66.0
1514009518.2713122,31200,70.0
1514009562.551723,31300,74.0
1514009607.1234343,31400,70.66666412353516
1514009651.5602608,31500,70.0
1514009695.838211,31600,65.33332824707031
1514009739.7847707,31700,77.33332824707031
1514009784.2309163,31800,73.33333587646484
1514009828.7738044,31900,74.66666412353516
1514009873.3787417,32000,77.33332824707031
1514009917.8288622,32100,71.33332824707031
1514009962.1746604,32200,70.0
1514010006.5078669,32300,72.66667175292969
1514010050.9649332,32400,69.33333587646484
1514010095.3973465,32500,71.33332824707031
1514010139.9722965,32600,73.33333587646484
1514010184.4405012,32700,73.33333587646484
1514010229.005664,32800,70.0
1514010273.4202056,32900,70.66666412353516
1514010317.5587573,33000,70.66666412353516
1514010361.9469147,33100,75.33333587646484
1514010406.64801,33200,67.33333587646484
1514010450.7907565,33300,68.66666412353516
1514010495.1943164,33400,72.66667175292969
1514010539.6838145,33500,72.0
1514010584.180635,33600,72.0
1514010628.5695965,33700,76.0
1514010673.0799878,33800,76.66666412353516
1514010717.6288362,33900,68.0
1514010762.0849192,34000,71.33332824707031
1514010806.567103,34100,70.66666412353516
1514010851.061989,34200,66.66667175292969
1514010895.2685797,34300,70.0
1514010939.8325047,34400,71.33332824707031
1514010984.2262762,34500,66.0
1514011029.187486,34600,72.66667175292969
1514011073.3387864,34700,67.33333587646484
1514011117.665652,34800,76.66666412353516
1514011162.3239396,34900,75.33333587646484
1514011206.7463758,35000,77.33332824707031
1514011251.328292,35100,72.66667175292969
1514011295.7422717,35200,81.33333587646484
1514011340.1806872,35300,77.33332824707031
1514011384.6237924,35400,74.66666412353516
1514011429.0979536,35500,67.33333587646484
1514011473.1945372,35600,74.0
1514011517.60055,35700,78.0
1514011561.9108465,35800,74.0
1514011606.6383908,35900,79.33333587646484
1514011651.0209389,36000,81.33333587646484
1514011695.5905268,36100,75.33333587646484
1514011740.1595058,36200,77.33332824707031
1514011784.5341976,36300,75.33333587646484
1514011828.8115354,36400,71.33332824707031
1514011873.3085425,36500,76.0
1514011917.945636,36600,84.0
1514011962.2488048,36700,70.0
1514012006.8494322,36800,79.33333587646484
1514012050.844061,36900,70.66666412353516
1514012095.1663554,37000,78.0
1514012139.5129952,37100,79.33333587646484
1514012183.9685998,37200,75.33333587646484
1514012228.7019167,37300,81.33333587646484
1514012273.2934892,37400,74.0
1514012317.6322515,37500,76.66666412353516
1514012362.097869,37600,72.0
1514012406.5319893,37700,74.66666412353516
1514012450.871192,37800,80.66666412353516
1514012495.4200425,37900,78.0
1514012539.8562074,38000,76.0
1514012584.2616537,38100,70.66666412353516
1514012628.3909478,38200,76.66666412353516
1514012672.7781425,38300,78.0
1514012717.1855567,38400,76.0
1514012761.5117958,38500,76.0
1514012806.0668242,38600,82.66666412353516
1514012851.1622095,38700,78.66667175292969
1514012895.771716,38800,74.66666412353516
1514012940.205087,38900,78.0
1514012984.5379364,39000,72.66667175292969
1514013029.072821,39100,75.33333587646484
1514013073.4931266,39200,74.0
1514013118.1770413,39300,73.33333587646484
1514013162.691454,39400,82.0
1514013207.0436044,39500,73.33333587646484
1514013251.2542715,39600,72.66667175292969
1514013295.6642523,39700,76.66666412353516
1514013340.173942,39800,83.33332824707031
1514013384.4419227,39900,71.33332824707031
1514013429.1169298,40000,70.0
1514013473.5780644,40100,78.0
1514013518.0582747,40200,77.33332824707031
1514013562.620498,40300,76.66666412353516
1514013607.0151823,40400,80.66666412353516
1514013651.4528782,40500,78.0
1514013695.8544378,40600,79.33333587646484
1514013740.3600042,40700,74.66666412353516
1514013784.8588872,40800,86.0
1514013829.2653031,40900,76.66666412353516
1514013873.6947792,41000,78.0
1514013918.3101666,41100,73.33333587646484
1514013962.807209,41200,82.0
1514014006.8812337,41300,75.33333587646484
1514014051.2372875,41400,83.33332824707031
1514014095.431972,41500,86.0
1514014139.9659023,41600,76.66666412353516
1514014184.4422512,41700,84.0
1514014228.7013593,41800,78.66667175292969
1514014273.0757365,41900,70.66666412353516
1514014317.6361425,42000,76.66666412353516
1514014362.0448718,42100,76.66666412353516
1514014406.50625,42200,76.66666412353516
1514014450.9003065,42300,79.33333587646484
1514014495.4066432,42400,78.0
1514014539.6073298,42500,76.66666412353516
1514014583.9592056,42600,80.0
1514014628.3892896,42700,78.0
1514014672.8401518,42800,83.33332824707031
1514014717.2985175,42900,77.33332824707031
1514014761.8281062,43000,78.66667175292969
1514014806.2676115,43100,75.33333587646484
1514014850.5376425,43200,80.66666412353516
1514014895.1236234,43300,76.0
1514014940.0989766,43400,75.33333587646484
1514014984.5020092,43500,76.66666412353516
1514015029.1248705,43600,80.0
1514015073.717778,43700,79.33333587646484
1514015118.4788709,43800,79.33333587646484
1514015163.069659,43900,76.66666412353516
1514015207.744032,44000,78.66667175292969
1514015252.378097,44100,77.33332824707031
1514015297.1183572,44200,77.33332824707031
1514015341.794939,44300,76.0
1514015386.0211093,44400,84.66667175292969
1514015430.460482,44500,80.66666412353516
1514015475.0389476,44600,82.0
1514015519.9626231,44700,76.0
1514015564.614996,44800,76.0
1514015609.3401077,44900,81.33333587646484
1514015653.9165998,45000,83.33332824707031
1514015698.6606379,45100,79.33333587646484
1514015743.4526389,45200,80.66666412353516
1514015788.9191904,45300,79.33333587646484
1514015833.9783428,45400,77.33332824707031
1514015878.8382857,45500,78.66667175292969
1514015923.4005964,45600,82.66666412353516
1514015968.3674788,45700,82.66666412353516
1514016013.1213481,45800,82.0
1514016057.9566023,45900,80.66666412353516
1514016102.9362266,46000,83.33332824707031
1514016147.8740888,46100,76.66666412353516
1514016192.5882854,46200,75.33333587646484
1514016237.4643269,46300,78.0
1514016282.2504318,46400,81.33333587646484
1514016328.4208481,46500,79.33333587646484
1514016373.2079933,46600,82.66666412353516
1514016418.0900178,46700,79.33333587646484
1514016463.1821358,46800,84.0
1514016508.0353436,46900,79.33333587646484
1514016552.7559526,47000,84.66667175292969
1514016597.472184,47100,80.66666412353516
1514016642.2264957,47200,75.33333587646484
1514016686.8105872,47300,77.33332824707031
1514016731.8630056,47400,80.66666412353516
1514016776.2329547,47500,80.0
1514016820.8513415,47600,76.0
1514016865.3738449,47700,74.66666412353516
1514016909.668077,47800,81.33333587646484
1514016954.3275392,47900,83.33332824707031
1514016999.04243,48000,82.0
1514017043.8353925,48100,80.0
1514017088.569518,48200,80.0
1514017133.0123637,48300,79.33333587646484
1514017177.7219741,48400,84.66667175292969
1514017222.498799,48500,77.33332824707031
1514017267.2519767,48600,82.0
1514017311.9329329,48700,78.66667175292969
1514017356.5750036,48800,85.33333587646484
1514017401.2868161,48900,79.33333587646484
1514017445.8622587,49000,80.66666412353516
1514017490.3833175,49100,78.66667175292969
1514017535.1385767,49200,77.33332824707031
1514017579.6089673,49300,81.33333587646484
1514017624.528023,49400,80.66666412353516
1514017669.0536735,49500,76.0
1514017713.6728609,49600,80.0
1514017758.5033257,49700,78.66667175292969
1514017803.025114,49800,85.33333587646484
1514017847.7504506,49900,82.66666412353516
1514017892.4208665,50000,81.33333587646484
1514017936.963144,50100,82.66666412353516
1514017981.8392818,50200,88.0
1514018026.5466943,50300,78.0
1514018071.0989754,50400,82.66666412353516
1514018115.6543317,50500,84.0
1514018160.2654736,50600,87.33333587646484
1514018204.9553666,50700,80.66666412353516
1514018249.4903033,50800,84.0
1514018293.9855373,50900,80.0
1514018338.6459675,51000,78.66667175292969
1514018383.3456905,51100,81.33333587646484
1514018428.1437032,51200,81.33333587646484
1514018472.9339163,51300,80.66666412353516
1514018517.8373551,51400,84.0
1514018562.4772844,51500,84.0
1514018607.1457272,51600,78.66667175292969
1514018651.9305062,51700,83.33332824707031
1514018696.8208048,51800,84.0
1514018741.7521613,51900,82.0
1514018786.4366693,52000,84.0
1514018831.470989,52100,85.33333587646484
1514018876.082037,52200,80.66666412353516
1514018920.804781,52300,83.33332824707031
1514018965.3226676,52400,81.33333587646484
1514019010.0917265,52500,77.33332824707031
1514019054.715479,52600,78.66667175292969
1514019099.5822904,52700,86.66666412353516
1514019144.096261,52800,88.0
1514019188.8691807,52900,80.0
1514019233.7432675,53000,82.66666412353516
1514019278.5521193,53100,83.33332824707031
1514019323.3132422,53200,90.0
1514019367.983642,53300,84.66667175292969
1514019412.8660872,53400,86.66666412353516
1514019457.2802415,53500,82.0
1514019502.0764527,53600,81.33333587646484
1514019546.8652766,53700,81.33333587646484
1514019591.4006817,53800,86.0
1514019635.9984848,53900,79.33333587646484
1514019680.8114722,54000,87.33333587646484
1514019725.6797917,54100,83.33332824707031
1514019770.416097,54200,83.33332824707031
1514019814.9147685,54300,88.0
1514019859.6519477,54400,76.66666412353516
1514019904.2526867,54500,84.0
1514019948.9734876,54600,82.66666412353516
1514019993.6425452,54700,78.66667175292969
1514020038.492947,54800,83.33332824707031
1514020083.4693847,54900,78.66667175292969
1514020128.234633,55000,86.66666412353516
1514020172.7048886,55100,89.33332824707031
1514020217.4381342,55200,81.33333587646484
1514020262.2519534,55300,88.0
1514020306.6997783,55400,82.0
1514020351.4061506,55500,88.0
1514020396.2031806,55600,81.33333587646484
1514020441.0087688,55700,81.33333587646484
1514020485.6167052,55800,85.33333587646484
1514020530.3329942,55900,82.0
1514020575.051488,56000,87.33333587646484
1514020619.7778635,56100,78.66667175292969
1514020664.541157,56200,81.33333587646484
1514020709.012707,56300,84.0
1514020753.9535134,56400,79.33333587646484
1514020798.6270607,56500,85.33333587646484
1514020843.3690224,56600,84.0
1514020887.663282,56700,83.33332824707031
1514020932.478789,56800,85.33333587646484
1514020977.2543576,56900,86.0
1514021021.8937836,57000,87.33333587646484
1514021066.695799,57100,84.0
1514021111.2524598,57200,83.33332824707031
1514021155.9662375,57300,87.33333587646484
1514021200.8453948,57400,82.0
1514021245.463175,57500,83.33332824707031
1514021289.9333405,57600,76.0
1514021334.6701026,57700,81.33333587646484
1514021379.3224137,57800,87.33333587646484
1514021424.0463352,57900,92.0
1514021468.6232696,58000,88.0
1514021513.6871638,58100,87.33333587646484
1514021558.0415635,58200,85.33333587646484
1514021602.7640967,58300,88.66666412353516
1514021647.4193301,58400,87.33333587646484
1514021692.2260966,58500,86.0
1514021736.747651,58600,80.0
1514021781.452055,58700,86.0
1514021826.191025,58800,86.0
1514021870.6758296,58900,95.33332824707031
1514021915.421324,59000,88.66666412353516
1514021960.1736903,59100,77.33332824707031
1514022004.6103146,59200,83.33332824707031
1514022049.5542967,59300,83.33332824707031
1514022094.394958,59400,83.33332824707031
1514022139.1363873,59500,85.33333587646484
1514022183.7246735,59600,89.33332824707031
1514022228.519152,59700,84.0
1514022273.2964997,59800,88.66666412353516
1514022318.0250125,59900,84.0
1514022362.6885228,60000,86.66666412353516
1514022407.7655478,60100,86.0
1514022452.4134889,60200,87.33333587646484
1514022496.894112,60300,83.33332824707031
1514022541.6622434,60400,86.0
1514022586.3667266,60500,88.0
1514022630.8571222,60600,90.66667175292969
1514022675.4364572,60700,86.0
1514022720.3326569,60800,86.66666412353516
1514022765.0094967,60900,87.33333587646484
1514022809.923681,61000,89.33332824707031
1514022854.8231623,61100,83.33332824707031
1514022899.7143142,61200,85.33333587646484
1514022944.2468867,61300,84.0
1514022989.114604,61400,90.0
1514023034.22265,61500,84.0
1514023078.8257914,61600,86.66666412353516
1514023123.5884194,61700,84.0
1514023168.4007516,61800,81.33333587646484
1514023213.2628307,61900,87.33333587646484
1514023257.7039628,62000,86.0
1514023302.682396,62100,87.33333587646484
1514023347.1615853,62200,83.33332824707031
1514023392.107236,62300,83.33332824707031
1514023436.727622,62400,89.33332824707031
1514023481.7374032,62500,89.33332824707031
1514023527.3337562,62600,84.0
1514023572.822514,62700,82.66666412353516
1514023618.0931005,62800,88.66666412353516
1514023663.245416,62900,80.0
1514023707.9695914,63000,84.66667175292969
1514023752.989363,63100,85.33333587646484
1514023797.68664,63200,80.0
1514023842.024799,63300,86.66666412353516
1514023886.8059924,63400,82.0
1514023931.5809937,63500,86.66666412353516
1514023976.595607,63600,86.0
1514024021.141989,63700,90.0
1514024065.9683702,63800,90.0
1514024110.6810653,63900,87.33333587646484
1514024155.3812068,64000,89.33332824707031
1514024200.253957,64100,88.66666412353516
1514024244.6663105,64200,90.0
1514024289.3926568,64300,86.0
1514024334.2255905,64400,89.33332824707031
1514024379.0595505,64500,84.0
1514024423.7829888,64600,88.0
1514024468.2937913,64700,88.66666412353516
1514024513.11589,64800,83.33332824707031
1514024558.228236,64900,86.66666412353516
1514024603.0853767,65000,88.66666412353516
1514024647.593311,65100,89.33332824707031
1514024692.2706032,65200,90.0
1514024737.0186641,65300,92.0
1514024781.5905101,65400,84.66667175292969
1514024826.290631,65500,90.66667175292969
1514024870.7758286,65600,91.33333587646484
1514024915.4165618,65700,82.66666412353516
1514024960.2416003,65800,90.66667175292969
1514025004.9248075,65900,86.0
1514025049.852099,66000,84.66667175292969
1514025094.916771,66100,85.33333587646484
1514025139.7885523,66200,90.66667175292969
1514025184.5187035,66300,82.66666412353516
1514025229.0715704,66400,87.33333587646484
1514025273.5420456,66500,81.33333587646484
1514025318.1078563,66600,90.66667175292969
1514025363.0144641,66700,88.66666412353516
1514025407.5742269,66800,87.33333587646484
1514025452.3732843,66900,86.66666412353516
1514025497.3131776,67000,81.33333587646484
1514025542.0026698,67100,88.66666412353516
1514025586.7492654,67200,90.0
1514025631.6215785,67300,86.66666412353516
1514025676.356161,67400,92.0
1514025721.3751369,67500,83.33332824707031
1514025766.1185634,67600,81.33333587646484
1514025810.9276264,67700,87.33333587646484
1514025855.585981,67800,86.66666412353516
1514025900.3781326,67900,86.66666412353516
1514025945.1073325,68000,87.33333587646484
1514025989.8425443,68100,87.33333587646484
1514026034.9706454,68200,82.66666412353516
1514026079.7366014,68300,88.66666412353516
1514026124.6582658,68400,86.0
1514026169.3905723,68500,90.0
1514026214.3194513,68600,90.0
1514026259.0879176,68700,90.0
1514026304.0289004,68800,92.0
1514026348.894961,68900,87.33333587646484
1514026393.6717842,69000,86.66666412353516
1514026438.3137631,69100,89.33332824707031
1514026482.8840127,69200,82.0
1514026527.744441,69300,86.66666412353516
1514026572.435126,69400,90.66667175292969
1514026617.298375,69500,86.0
1514026662.2326565,69600,84.0
1514026706.5492396,69700,84.66667175292969
1514026751.428352,69800,85.33333587646484
1514026796.2155719,69900,91.33333587646484
1514026840.7626317,70000,88.0
1514026885.7209089,70100,83.33332824707031
1514026930.7232866,70200,88.66666412353516
1514026975.321977,70300,88.0
1514027020.0470808,70400,87.33333587646484
1514027064.8159935,70500,86.0
1514027109.6916494,70600,90.0
1514027154.021649,70700,90.66667175292969
1514027198.7302856,70800,91.33333587646484
1514027243.730933,70900,90.0
1514027288.9130049,71000,85.33333587646484
1514027333.613592,71100,88.0
